\\wsl.localhost\Ubuntu\home\mashuko3000\studying\AFK_Journey_4\3_hw\cmake-build-debug\3_hw
=== TASK 9 ===

=== TASK 9: i.  A=0.2, α²=1/0.6, β²=1/2 ===
Initial guess: (0.8, 0.8)
 Iter              x              y       ||F||₂     ||ΔX||₂
   86     1.20000000     0.80000000     0.27834168     0.00000000
   87     1.20000000     0.80000000     0.27834168     0.00000000
   88     1.20000000     0.80000000     0.27834168     0.00000000
   89     1.20000000     0.80000000     0.27834168     0.00000000
   90     1.20000000     0.80000000     0.27834168     0.00000000
   91     1.20000000     0.80000000     0.27834168     0.00000000
   92     1.20000000     0.80000000     0.27834168     0.00000000
   93     1.20000000     0.80000000     0.27834168     0.00000000
   94     1.20000000     0.80000000     0.27834168     0.00000000
   95     1.20000000     0.80000000     0.27834168     0.00000000
   96     1.20000000     0.80000000     0.27834168     0.00000000
   97     1.20000000     0.80000000     0.27834168     0.00000000
   98     1.20000000     0.80000000     0.27834168     0.00000000
   99     1.20000000     0.80000000     0.27834168     0.00000000
  100     1.20000000     0.80000000     0.27834168     0.00000000
Did not converge (max iterations reached)

Process finished with exit code 0
